customer_id,first_name,last_name,phone,email,street,city,state,zip_code,extraction_timestamp,data_source
51,Gertrud,Rhodes,unknown,gertrud.rhodes@aol.com,9961 Meadowbrook Street ,Merrick,Ny,11566,2026-04-03T20:36:26,DeltaLake
52,Tu,Ramirez,unknown,tu.ramirez@hotmail.com,24 W. Courtland Street ,East Elmhurst,Ny,11369,2026-04-03T20:36:26,DeltaLake
53,Saturnina,Garner,unknown,saturnina.garner@gmail.com,8538 Fairground St. ,Glendora,Ca,91740,2026-04-03T20:36:26,DeltaLake
54,Fran,Yang,unknown,fran.yang@hotmail.com,440 Pearl St. ,Utica,Ny,13501,2026-04-03T20:36:26,DeltaLake
55,Diana,Guerra,unknown,diana.guerra@hotmail.com,45 Chapel Ave. ,Merrick,Ny,11566,2026-04-03T20:36:26,DeltaLake
56,Lolita,Mosley,(281) 363-3309,lolita.mosley@hotmail.com,376 S. High Ridge St. ,Houston,Tx,77016,2026-04-03T20:36:26,DeltaLake
57,Pamala,Henry,unknown,pamala.henry@aol.com,197 Bridgeton Ave. ,Bronx,Ny,10451,2026-04-03T20:36:26,DeltaLake
58,Damien,Dorsey,unknown,damien.dorsey@yahoo.com,161 Old York Street ,Central Islip,Ny,11722,2026-04-03T20:36:26,DeltaLake
59,Latasha,Stanley,unknown,latasha.stanley@gmail.com,8068 Fordham Drive ,Rockville Centre,Ny,11570,2026-04-03T20:36:26,DeltaLake
60,Neil,Mccall,unknown,neil.mccall@gmail.com,7476 Oakland Dr. ,San Carlos,Ca,94070,2026-04-03T20:36:26,DeltaLake
61,Elinore,Aguilar,unknown,elinore.aguilar@msn.com,9766 Rockcrest Ave. ,San Angelo,Tx,76901,2026-04-03T20:36:26,DeltaLake
62,Alica,Hunter,unknown,alica.hunter@hotmail.com,8 San Juan Drive ,East Elmhurst,Ny,11369,2026-04-03T20:36:26,DeltaLake
63,Tenisha,Lyons,unknown,tenisha.lyons@aol.com,78 E. Rock Creek Street ,Amityville,Ny,11701,2026-04-03T20:36:26,DeltaLake
64,Bobbie,Foster,unknown,bobbie.foster@yahoo.com,988 Pineknoll Ave. ,Desoto,Tx,75115,2026-04-03T20:36:26,DeltaLake
65,Kanesha,Vega,unknown,kanesha.vega@gmail.com,771 E. Oxford Drive ,Rome,Ny,13440,2026-04-03T20:36:26,DeltaLake
66,Lorrie,Becker,unknown,lorrie.becker@yahoo.com,19 North Court ,Garland,Tx,75043,2026-04-03T20:36:26,DeltaLake
67,Tommie,Melton,(916) 802-2952,tommie.melton@gmail.com,8 West Old York St. ,Sacramento,Ca,95820,2026-04-03T20:36:26,DeltaLake
68,Jayne,Kirkland,unknown,jayne.kirkland@hotmail.com,7800 Second Lane ,Rowlett,Tx,75088,2026-04-03T20:36:26,DeltaLake
69,Katelin,Kennedy,unknown,katelin.kennedy@gmail.com,286 Myrtle Lane ,Rocklin,Ca,95677,2026-04-03T20:36:26,DeltaLake
70,Tomasa,Carson,unknown,tomasa.carson@aol.com,10 Clark Avenue ,East Elmhurst,Ny,11369,2026-04-03T20:36:26,DeltaLake
71,Takako,Casey,unknown,takako.casey@aol.com,7548 Court Lane ,Bronx,Ny,10451,2026-04-03T20:36:26,DeltaLake
72,Petronila,Norris,unknown,petronila.norris@aol.com,72 South Marshall Lane ,South El Monte,Ca,91733,2026-04-03T20:36:26,DeltaLake
73,Melanie,Hayes,unknown,melanie.hayes@msn.com,5 N. Hall Dr. ,Liverpool,Ny,13090,2026-04-03T20:36:26,DeltaLake
74,Georgeann,Waller,unknown,georgeann.waller@yahoo.com,9797 Bald Hill Ave. ,North Tonawanda,Ny,14120,2026-04-03T20:36:26,DeltaLake
75,Abby,Gamble,unknown,abby.gamble@aol.com,60 Myers Dr. ,Amityville,Ny,11701,2026-04-03T20:36:26,DeltaLake
76,Parker,Prince,unknown,parker.prince@hotmail.com,21 Sulphur Springs Drive ,Port Jefferson Station,Ny,11776,2026-04-03T20:36:26,DeltaLake
77,Keri,Bridges,unknown,keri.bridges@gmail.com,8504 Brickell Ave. ,Richardson,Tx,75080,2026-04-03T20:36:26,DeltaLake
78,Chi,Goff,unknown,chi.goff@aol.com,3 W. Glen Ridge Avenue ,Palos Verdes Peninsula,Ca,90274,2026-04-03T20:36:26,DeltaLake
79,Ashanti,Parks,unknown,ashanti.parks@hotmail.com,846 N. Helen St. ,Baldwin,Ny,11510,2026-04-03T20:36:26,DeltaLake
80,Sarai,Mckee,(716) 912-8110,sarai.mckee@msn.com,641 Glenwood Avenue ,Buffalo,Ny,14215,2026-04-03T20:36:26,DeltaLake
81,Zina,Bonner,unknown,zina.bonner@hotmail.com,9312 8th Street ,San Lorenzo,Ca,94580,2026-04-03T20:36:26,DeltaLake
82,Lizzie,Joyner,unknown,lizzie.joyner@msn.com,8541 Roberts St. ,Coachella,Ca,92236,2026-04-03T20:36:26,DeltaLake
83,Tiesha,Daniel,unknown,tiesha.daniel@yahoo.com,6 West Bohemia Lane ,Scarsdale,Ny,10583,2026-04-03T20:36:26,DeltaLake
84,Armand,Whitehead,unknown,armand.whitehead@hotmail.com,639 Harvey St. ,Lindenhurst,Ny,11757,2026-04-03T20:36:26,DeltaLake
85,Teofila,Fischer,unknown,teofila.fischer@aol.com,1 West Brickyard St. ,Huntington Station,Ny,11746,2026-04-03T20:36:26,DeltaLake
86,Lissa,Vargas,unknown,lissa.vargas@yahoo.com,517 Victoria Ave. ,Oswego,Ny,13126,2026-04-03T20:36:26,DeltaLake
87,Yan,Mcgowan,unknown,yan.mcgowan@msn.com,8960 Newport Ave. ,Duarte,Ca,91010,2026-04-03T20:36:26,DeltaLake
88,Titus,Bullock,unknown,titus.bullock@gmail.com,29 Oxford Avenue ,Hollis,Ny,11423,2026-04-03T20:36:26,DeltaLake
89,Arvilla,Osborn,unknown,arvilla.osborn@gmail.com,60 Acacia Lane ,Upland,Ca,91784,2026-04-03T20:36:26,DeltaLake
90,Marjorie,Logan,unknown,marjorie.logan@msn.com,95 Grandrose St. ,Franklin Square,Ny,11010,2026-04-03T20:36:26,DeltaLake
91,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,Ca,92111,2026-04-03T20:36:26,DeltaLake
92,Tena,Cruz,unknown,tena.cruz@yahoo.com,1 South St. ,Farmingdale,Ny,11735,2026-04-03T20:36:26,DeltaLake
93,Corrina,Sawyer,(248) 370-1364,corrina.sawyer@yahoo.com,95 Briarwood Lane ,Troy,Ny,12180,2026-04-03T20:36:26,DeltaLake
94,Sharyn,Hopkins,unknown,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,Ny,13027,2026-04-03T20:36:26,DeltaLake
95,Letitia,Franco,unknown,letitia.franco@aol.com,607 Lakeview Drive ,Saratoga Springs,Ny,12866,2026-04-03T20:36:26,DeltaLake
96,Floretta,Higgins,unknown,floretta.higgins@hotmail.com,870 Lilac Dr. ,Bayside,Ny,11361,2026-04-03T20:36:26,DeltaLake
97,Louanne,Martin,unknown,louanne.martin@hotmail.com,1 Campfire Ave. ,Yuba City,Ca,95993,2026-04-03T20:36:26,DeltaLake
98,Violet,Valenzuela,unknown,violet.valenzuela@msn.com,8668 Piper Street ,Plattsburgh,Ny,12901,2026-04-03T20:36:26,DeltaLake
99,Carie,Kidd,unknown,carie.kidd@yahoo.com,6 East Clinton Street ,Monroe,Ny,10950,2026-04-03T20:36:26,DeltaLake
100,Kellie,Franco,unknown,kellie.franco@yahoo.com,444 South Walnut Rd. ,Commack,Ny,11725,2026-04-03T20:36:26,DeltaLake
101,Nichelle,Howell,unknown,nichelle.howell@aol.com,7670 Forest St. ,Scarsdale,Ny,10583,2026-04-03T20:36:26,DeltaLake
102,Marisol,Goodman,unknown,marisol.goodman@gmail.com,864 East Cherry St. ,Canandaigua,Ny,14424,2026-04-03T20:36:26,DeltaLake
103,Sylvie,Wilkerson,unknown,sylvie.wilkerson@yahoo.com,750 Central Ave. ,Syosset,Ny,11791,2026-04-03T20:36:26,DeltaLake
104,Katharina,Bates,unknown,katharina.bates@gmail.com,54 South Greenview Drive ,Campbell,Ca,95008,2026-04-03T20:36:26,DeltaLake
105,Marget,Hodge,unknown,marget.hodge@msn.com,7199 Selby Lane ,Woodhaven,Ny,11421,2026-04-03T20:36:26,DeltaLake
106,Raul,Melendez,unknown,raul.melendez@hotmail.com,9772 Manhattan St. ,Elmhurst,Ny,11373,2026-04-03T20:36:26,DeltaLake
107,Cecil,Hopper,unknown,cecil.hopper@yahoo.com,471 Glenlake Ave. ,Central Islip,Ny,11722,2026-04-03T20:36:26,DeltaLake
108,Shae,Hickman,unknown,shae.hickman@hotmail.com,740 Pin Oak Street ,Floral Park,Ny,11001,2026-04-03T20:36:26,DeltaLake
109,Monica,Sears,(408) 704-8863,monica.sears@aol.com,57 Glenholme St. ,San Jose,Ca,95127,2026-04-03T20:36:26,DeltaLake
110,Ollie,Zimmerman,(657) 648-2863,ollie.zimmerman@yahoo.com,69 Wood Rd. ,Anaheim,Ca,92806,2026-04-03T20:36:26,DeltaLake
111,Shila,White,unknown,shila.white@msn.com,94 Lakeshore Street ,Orchard Park,Ny,14127,2026-04-03T20:36:26,DeltaLake
112,Yuk,Vega,unknown,yuk.vega@yahoo.com,413 Wood St. ,West Hempstead,Ny,11552,2026-04-03T20:36:26,DeltaLake
113,Eliana,Silva,unknown,eliana.silva@gmail.com,7119 Summer Rd. ,Farmingdale,Ny,11735,2026-04-03T20:36:26,DeltaLake
114,Thalia,Horne,unknown,thalia.horne@yahoo.com,9312 Harvard Street ,Amityville,Ny,11701,2026-04-03T20:36:26,DeltaLake
115,Rey,Lindsay,unknown,rey.lindsay@gmail.com,16 Philmont St. ,Monroe,Ny,10950,2026-04-03T20:36:26,DeltaLake
116,Merlene,Vinson,unknown,merlene.vinson@gmail.com,431 Vine Dr. ,Euless,Tx,76039,2026-04-03T20:36:26,DeltaLake
117,Dacia,William,unknown,dacia.william@msn.com,62 Cypress Drive ,Sugar Land,Tx,77478,2026-04-03T20:36:26,DeltaLake
118,Le,Wood,unknown,le.wood@yahoo.com,90 Primrose Dr. ,Pittsford,Ny,14534,2026-04-03T20:36:26,DeltaLake
119,Thalia,Dillard,unknown,thalia.dillard@yahoo.com,987 NE. Gates Street ,San Angelo,Tx,76901,2026-04-03T20:36:26,DeltaLake
120,Luz,House,(559) 114-2580,luz.house@gmail.com,491 Railroad Street ,Fresno,Ca,93706,2026-04-03T20:36:26,DeltaLake
121,Lucy,Woods,unknown,lucy.woods@gmail.com,8437 West Rockaway St. ,Palos Verdes Peninsula,Ca,90274,2026-04-03T20:36:26,DeltaLake
122,Shena,Carter,unknown,shena.carter@yahoo.com,72 University Road ,Howard Beach,Ny,11414,2026-04-03T20:36:26,DeltaLake
123,Robena,Hill,(361) 598-4414,robena.hill@hotmail.com,263 Cross St. ,Corpus Christi,Tx,78418,2026-04-03T20:36:26,DeltaLake
124,Jeni,Booker,unknown,jeni.booker@gmail.com,546 Railroad Dr. ,South El Monte,Ca,91733,2026-04-03T20:36:26,DeltaLake
125,Herlinda,Stone,unknown,herlinda.stone@msn.com,725 Gulf St. ,Canandaigua,Ny,14424,2026-04-03T20:36:26,DeltaLake
126,Lavina,Dejesus,unknown,lavina.dejesus@msn.com,59 E. Valley Avenue ,Newburgh,Ny,12550,2026-04-03T20:36:26,DeltaLake
127,Erlinda,Nielsen,unknown,erlinda.nielsen@aol.com,728 Oxford Lane ,Maspeth,Ny,11378,2026-04-03T20:36:26,DeltaLake
128,Terrance,Lynn,unknown,terrance.lynn@yahoo.com,91 East Buckingham Drive ,Plattsburgh,Ny,12901,2026-04-03T20:36:26,DeltaLake
129,Walton,Dejesus,unknown,walton.dejesus@yahoo.com,15 Washington Rd. ,Lockport,Ny,14094,2026-04-03T20:36:26,DeltaLake
130,Wes,Stanton,(248) 247-5074,wes.stanton@msn.com,8662 Tunnel Street ,Troy,Ny,12180,2026-04-03T20:36:26,DeltaLake
131,Tanesha,Hampton,unknown,tanesha.hampton@hotmail.com,19 Belmont Ave. ,Syosset,Ny,11791,2026-04-03T20:36:26,DeltaLake
132,Boyd,Irwin,unknown,boyd.irwin@hotmail.com,221 Whitemarsh St. ,Hamburg,Ny,14075,2026-04-03T20:36:26,DeltaLake
133,Delbert,Wilkins,unknown,delbert.wilkins@aol.com,420 Greenview St. ,Coram,Ny,11727,2026-04-03T20:36:26,DeltaLake
134,Brianna,Moss,(516) 156-8031,brianna.moss@msn.com,4 Longfellow St. ,Hempstead,Ny,11550,2026-04-03T20:36:26,DeltaLake
135,Dorthey,Jackson,(281) 926-8010,dorthey.jackson@msn.com,9768 Brookside St. ,Houston,Tx,77016,2026-04-03T20:36:26,DeltaLake
136,Sarita,Parks,unknown,sarita.parks@msn.com,7809 Second Lane ,Forney,Tx,75126,2026-04-03T20:36:26,DeltaLake
137,Shonta,Mercer,unknown,shonta.mercer@aol.com,319 NE. La Sierra Avenue ,Massapequa,Ny,11758,2026-04-03T20:36:26,DeltaLake
138,Jone,Bernard,(657) 536-5165,jone.bernard@hotmail.com,99 Longbranch Court ,Anaheim,Ca,92806,2026-04-03T20:36:26,DeltaLake
139,Wanita,Davenport,unknown,wanita.davenport@aol.com,525 Dogwood Ave. ,Spring Valley,Ny,10977,2026-04-03T20:36:26,DeltaLake
140,Cleopatra,Tate,unknown,cleopatra.tate@aol.com,97 N. Glenwood St. ,East Elmhurst,Ny,11369,2026-04-03T20:36:26,DeltaLake
141,Ramiro,Byers,unknown,ramiro.byers@gmail.com,16 Pleasant St. ,Saint Albans,Ny,11412,2026-04-03T20:36:26,DeltaLake
142,Nicholas,Vazquez,unknown,nicholas.vazquez@hotmail.com,9 Roosevelt Street ,West Hempstead,Ny,11552,2026-04-03T20:36:26,DeltaLake
143,Janae,Doyle,unknown,janae.doyle@gmail.com,760 Rose Ave. ,Jackson Heights,Ny,11372,2026-04-03T20:36:26,DeltaLake
144,Hans,Price,unknown,hans.price@hotmail.com,51 Glendale Road ,Port Chester,Ny,10573,2026-04-03T20:36:26,DeltaLake
145,Miquel,Neal,unknown,miquel.neal@hotmail.com,9564 Deerfield Lane ,Staten Island,Ny,10301,2026-04-03T20:36:26,DeltaLake
146,Stefany,Potter,unknown,stefany.potter@gmail.com,256 South Academy St. ,Saratoga Springs,Ny,12866,2026-04-03T20:36:26,DeltaLake
147,Bernetta,Marquez,unknown,bernetta.marquez@hotmail.com,626 E. Dunbar Street ,Smithtown,Ny,11787,2026-04-03T20:36:26,DeltaLake
148,Julee,Woodard,unknown,julee.woodard@yahoo.com,869 Summerhouse Dr. ,Richmond Hill,Ny,11418,2026-04-03T20:36:26,DeltaLake
149,Meredith,Bryan,unknown,meredith.bryan@hotmail.com,8935 E. Oxford St. ,Spring Valley,Ny,10977,2026-04-03T20:36:26,DeltaLake
150,Weldon,Michael,unknown,weldon.michael@hotmail.com,9952 Nut Swamp St. ,Huntington,Ny,11743,2026-04-03T20:36:26,DeltaLake
151,Joesph,Delacruz,unknown,joesph.delacruz@aol.com,184 Cypress Street ,Atwater,Ca,95301,2026-04-03T20:36:26,DeltaLake
152,Katherina,Odom,unknown,katherina.odom@yahoo.com,897 N. Oak Drive ,Plainview,Ny,11803,2026-04-03T20:36:26,DeltaLake
153,Laraine,Robbins,unknown,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane ,San Angelo,Tx,76901,2026-04-03T20:36:26,DeltaLake
154,Jenise,Preston,unknown,jenise.preston@yahoo.com,9 Littleton Drive ,Helotes,Tx,78023,2026-04-03T20:36:26,DeltaLake
155,Lory,Page,unknown,lory.page@hotmail.com,58 Summerhouse Street ,Bay Shore,Ny,11706,2026-04-03T20:36:26,DeltaLake
156,Charlyn,Cantrell,unknown,charlyn.cantrell@yahoo.com,8756 Euclid St. ,West Islip,Ny,11795,2026-04-03T20:36:26,DeltaLake
157,Carola,Rodriquez,unknown,carola.rodriquez@hotmail.com,9433 Heritage Lane ,Banning,Ca,92220,2026-04-03T20:36:26,DeltaLake
158,Alane,Kennedy,unknown,alane.kennedy@yahoo.com,34 Green Lake Street ,Spring Valley,Ny,10977,2026-04-03T20:36:26,DeltaLake
159,Regina,Burns,unknown,regina.burns@aol.com,713 Buckingham St. ,Garland,Tx,75043,2026-04-03T20:36:26,DeltaLake
160,Omer,Estrada,unknown,omer.estrada@gmail.com,9 Honey Creek Street ,Rowlett,Tx,75088,2026-04-03T20:36:26,DeltaLake
161,Crystle,Gilliam,unknown,crystle.gilliam@yahoo.com,86 Edgewater Road ,Smithtown,Ny,11787,2026-04-03T20:36:26,DeltaLake
162,Kam,Wilder,unknown,kam.wilder@hotmail.com,500 West Clay Ave. ,Newburgh,Ny,12550,2026-04-03T20:36:26,DeltaLake
163,Margert,Stevens,unknown,margert.stevens@aol.com,502 North Poplar St. ,Rome,Ny,13440,2026-04-03T20:36:26,DeltaLake
164,Tomika,Larson,unknown,tomika.larson@yahoo.com,254 Canal St. ,Woodside,Ny,11377,2026-04-03T20:36:26,DeltaLake
165,Jeromy,Burch,(408) 955-8238,jeromy.burch@msn.com,889 Mulberry Street ,San Jose,Ca,95127,2026-04-03T20:36:26,DeltaLake
166,Lena,Mills,unknown,lena.mills@yahoo.com,42 Homestead St. ,Woodhaven,Ny,11421,2026-04-03T20:36:26,DeltaLake
167,Loreta,Johnston,unknown,loreta.johnston@yahoo.com,39 Lafayette Dr. ,Spring Valley,Ny,10977,2026-04-03T20:36:26,DeltaLake
168,Nettie,Mcdaniel,unknown,nettie.mcdaniel@hotmail.com,7004 E. Wakehurst St. ,South Ozone Park,Ny,11420,2026-04-03T20:36:26,DeltaLake
169,Karla,Kirk,unknown,karla.kirk@yahoo.com,9718 Harvard Rd. ,Palos Verdes Peninsula,Ca,90274,2026-04-03T20:36:26,DeltaLake
170,Regine,Gonzales,(805) 763-4045,regine.gonzales@gmail.com,798 Court Drive ,Oxnard,Ca,93035,2026-04-03T20:36:26,DeltaLake
171,Miriam,Baker,unknown,miriam.baker@hotmail.com,90 Studebaker St. ,Uniondale,Ny,11553,2026-04-03T20:36:26,DeltaLake
172,Jeanie,Kirkland,unknown,jeanie.kirkland@aol.com,7643 Old Theatre St. ,Santa Clara,Ca,95050,2026-04-03T20:36:26,DeltaLake
173,Marquerite,Dawson,unknown,marquerite.dawson@gmail.com,37 Hamilton Court ,Garland,Tx,75043,2026-04-03T20:36:26,DeltaLake
174,Babara,Ochoa,unknown,babara.ochoa@aol.com,872 Smith Store St. ,Scarsdale,Ny,10583,2026-04-03T20:36:26,DeltaLake
175,Nova,Hess,unknown,nova.hess@msn.com,773 South Lafayette St. ,Duarte,Ca,91010,2026-04-03T20:36:26,DeltaLake
176,Carley,Reynolds,unknown,carley.reynolds@gmail.com,2 Snake Hill Drive ,South El Monte,Ca,91733,2026-04-03T20:36:26,DeltaLake
177,Carissa,Foreman,unknown,carissa.foreman@msn.com,69C N. Ridge Rd. ,Maspeth,Ny,11378,2026-04-03T20:36:26,DeltaLake
178,Genoveva,Tyler,(212) 152-6381,genoveva.tyler@gmail.com,8121 Windfall Ave. ,New York,Ny,10002,2026-04-03T20:36:26,DeltaLake
179,Deane,Sears,unknown,deane.sears@hotmail.com,3 Bradford Court ,Pittsford,Ny,14534,2026-04-03T20:36:26,DeltaLake
180,Karey,Steele,unknown,karey.steele@gmail.com,8879 Kent Lane ,Farmingdale,Ny,11735,2026-04-03T20:36:26,DeltaLake
181,Olevia,Pitts,unknown,olevia.pitts@gmail.com,39 Fieldstone Drive ,Redondo Beach,Ca,90278,2026-04-03T20:36:26,DeltaLake
182,Jenniffer,Bullock,unknown,jenniffer.bullock@msn.com,38 Oxford Avenue ,Bay Shore,Ny,11706,2026-04-03T20:36:26,DeltaLake
183,Jeniffer,Ratliff,unknown,jeniffer.ratliff@gmail.com,510 Rocky River Court ,Floral Park,Ny,11001,2026-04-03T20:36:26,DeltaLake
184,Klara,Stanley,unknown,klara.stanley@aol.com,603 Mechanic St. ,Webster,Ny,14580,2026-04-03T20:36:26,DeltaLake
185,Morton,Lee,unknown,morton.lee@yahoo.com,313 Ridge St. ,San Angelo,Tx,76901,2026-04-03T20:36:26,DeltaLake
